,project_name,state,postcode,fuel_source,capacity_mw,project_stage,stage_date,accreditation_start_date,accreditation_code,search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
265,Elements of Byron,NSW,2481,Solar,0.837,approved,2025-08-19,2025-05-20,SRPYNSB8,"Elements of Byron, NSW, 2481, Australia",-28.6258591,153.5870369,-28.6259091,-28.6258091,153.5869869,153.5870869,"Elements of Byron, Bayshore Drive, Byron Bay, Byron Shire Council, New South Wales, 2481, Australia",node,5648514557,nominatim,ok,exact
266,FABCOT Chermside,QLD,4032,Solar,0.254,approved,2025-08-19,2025-07-14,SRPXQLL8,"QLD, 4032, Australia",-27.4809085,153.0337429,-27.4810455,-27.4807450,153.0334930,153.0339932,"Brisbane Australia Temple, 200, River Terrace, Kangaroo Point, Greater Brisbane, Queensland, 4169, Australia",way,602269498,nominatim,ok,postcode
267,Altona Inlet Pump Station,VIC,3018,Solar,0.226,approved,2025-08-26,2025-04-16,SRPXVCQ9,"VIC, 3018, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
268,Bunnings Keysborough,VIC,3173,Solar,0.2,approved,2025-08-26,2025-06-24,SRPXVCS3,"Bunnings Keysborough, VIC, 3173, Australia",-37.9899824,145.1470003,-37.9903279,-37.9894836,145.1460886,145.1479119,"Bunnings Warehouse, Keysborough Avenue, Keysborough, Melbourne, City of Greater Dandenong, Victoria, 3173, Australia",way,36808142,nominatim,ok,exact
269,Ignatius Park College,QLD,4814,Solar,0.29,approved,2025-08-26,2025-08-04,SRPXQLM4,"Ignatius Park College, QLD, 4814, Australia",-19.3009918,146.758074,-19.3027756,-19.2991252,146.7560524,146.7597372,"Ignatius Park College, Ross River Road, Cranbrook, Townsville, Townsville City, Queensland, 4814, Australia",way,403995481,nominatim,ok,exact
270,Ambassador Industrial Pty Ltd,VIC,3803,Solar,0.257,approved,2025-08-27,2025-07-25,SRPXVCT9,"VIC, 3803, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
271,Dexus Dulux Dandenong,VIC,3175,Solar,0.226,approved,2025-08-27,2025-07-25,SRPXVCT4,"VIC, 3175, Australia",-37.8688729,145.2126338,-37.8690250,-37.8686207,145.2124983,145.2127695,"Melbourne Australia Temple, Pumps Court, Wantirna South, Melbourne, City of Knox, Victoria, 3152, Australia",way,24054567,nominatim,ok,postcode
272,Harbourside Townsville,QLD,4810,Solar,0.779,approved,2025-08-27,2025-08-04,SRPXQLM3,"QLD, 4810, Australia",-19.2436681,146.7930554,-19.2443657,-19.2427662,146.7920704,146.7939324,"QLD Police Service Academy, Heatleys Parade, Belgian Gardens, Townsville, Townsville City, Queensland, 4810, Australia",way,1020176520,nominatim,ok,postcode
273,KQF Newheath Dr,QLD,4214,Solar,0.536,approved,2025-08-27,2025-07-30,SRPXQLM2,"QLD, 4214, Australia",-27.9872121,153.3843258,-27.9872621,-27.9871621,153.3842758,153.3843758,"Australia Post, 160, Cotlew Street, Ashmore, Gold Coast City, Queensland, 4214, Australia",node,3783232411,nominatim,ok,postcode
274,Liuzzi 25 Eton St,VIC,3072,Solar,0.275,approved,2025-08-27,2025-07-21,SRPXVCT7,"VIC, 3072, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
275,Liuzzi 71 Gower St,VIC,3072,Solar,0.4,approved,2025-08-27,2025-07-21,SRPXVCT8,"VIC, 3072, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
276,Mercy Community,QLD,4014,Solar,0.853,approved,2025-08-27,2025-08-04,SRPXQLM5,"QLD, 4014, Australia",-27.4809085,153.0337429,-27.4810455,-27.4807450,153.0334930,153.0339932,"Brisbane Australia Temple, 200, River Terrace, Kangaroo Point, Greater Brisbane, Queensland, 4169, Australia",way,602269498,nominatim,ok,postcode
277,Norther Airfield,VIC,3045,Solar,11.278,approved,2025-08-27,2025-06-01,SRPXVCP9,"VIC, 3045, Australia",-37.7545199,144.9807272,-37.7546410,-37.7543988,144.9803279,144.9811265,"Islamic Museum of Australia, 15A, Anderson Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",way,267164272,nominatim,ok,postcode
278,Rose Farms,WA,6220,Solar,0.2,approved,2025-08-27,2025-08-04,SRPVWAN8,"WA, 6220, Australia",-31.950652,115.7978755,-31.9887127,-31.9478379,115.7778725,115.8225371,"University of Western Australia, 35, Stirling Highway, Nedlands, City of Nedlands, Western Australia, 6009, Australia",relation,7398658,nominatim,ok,postcode
279,Suprima Bakeries Pty Ltd,NSW,2566,Solar,0.751,approved,2025-08-27,2025-07-23,SRPYNSE3,"NSW, 2566, Australia",-33.8770131,150.99278,-33.8775845,-33.8764481,150.9922886,150.9941460,"National Archives of Australia, 120, Miller Road, Villawood, Sydney, Canterbury-Bankstown Council, New South Wales, 2162, Australia",way,1062883903,nominatim,ok,postcode
280,East Rockingham Resource Recovery Facility,WA,,Biomass,29.0,committed,2019-12-01,,,"East Rockingham Resource Recovery Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
281,Mangalore Renewable Energy Project,VIC,,Solar,5.0,committed,2021-09-01,,,"Mangalore Renewable Energy Project, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
282,Orange Community Renewable Energy Park,NSW,,Solar,5.0,committed,2022-07-01,,,"Orange Community Renewable Energy Park, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
283,Moorebank Logistics Park,NSW,,Solar,60.0,committed,2022-09-01,,,"Moorebank Logistics Park, NSW, Australia",-33.9548342,150.9291037,-33.9651018,-33.9445935,150.9209354,150.9300484,"Moorebank Avenue, Moorebank IMEX Logistics Park, Moorebank, Sydney, Liverpool City Council, New South Wales, 2170, Australia",way,1102725090,nominatim,ok,exact
284,Wangaratta Solar Farm,VIC,,Solar,40.0,committed,2023-07-01,,,"Wangaratta Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
285,Kidston Pumped Hydro Storage Project,QLD,,Hydro,250.0,committed,2023-07-01,,,"Kidston Pumped Hydro Storage Project, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
286,New England Solar Farm - Stage 2,NSW,,Solar,320.0,committed,2023-07-01,,,"New England Solar Farm - Stage 2, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
287,Bellevue Gold Hybrid Power Station (Wind),WA,,Wind,24.0,committed,2023-09-01,,,"Bellevue Gold Hybrid Power Station (Wind), WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
288,Glenellen solar project,NSW,,Solar,200.0,committed,2023-11-01,,,"Glenellen solar project, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
289,Forest Glen Solar Farm,NSW,,Solar,90.0,committed,2023-12-01,,,"Forest Glen Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
290,Uungula Wind Farm,NSW,,Wind,414.0,committed,2024-01-01,,,"Uungula Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
291,Munna Creek Solar Farm,QLD,,Solar,150.0,committed,2024-01-01,,,"Munna Creek Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
292,St Ives Gold Solar Farm,WA,,Wind,77.0,committed,2024-03-01,,,"St Ives Gold Solar Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
293,Gunsynd Solar Farm,QLD,,Solar,94.0,committed,2024-03-01,,,"Gunsynd Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
294,Aldoga Solar Farm,QLD,,Solar,380.0,committed,2024-04-01,,,"Aldoga Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
295,Arnotts Huntingwood Solar Project,NSW,,Solar,4.95,committed,2024-05-01,,,"Arnotts Huntingwood Solar Project, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
296,Quorn Park Solar Hybrid,NSW,,Solar,98.0,committed,2024-06-01,,,"Quorn Park Solar Hybrid, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
297,Golden Plains Wind Farm - Stage 2,VIC,,Wind,574.0,committed,2024-06-01,,,"Golden Plains Wind Farm - Stage 2, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
298,Lotus Creek Wind Farm,QLD,,Wind,285.0,committed,2024-08-01,,,"Lotus Creek Wind Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
299,Goorambat Solar Farm,VIC,,Solar,250.0,committed,2024-08-01,,,"Goorambat Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
300,Hay Solar Farm,NSW,,Solar,7.5,committed,2024-09-01,,,"Hay Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
301,Broadsound Solar Farm,QLD,,Solar,376.0,committed,2024-09-01,,,"Broadsound Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
302,Boulder Creek Wind Farm,QLD,,Wind,228.0,committed,2024-09-01,,,"Boulder Creek Wind Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
303,Horsham Solar Farm,VIC,,Solar,118.8,committed,2024-11-01,,,"Horsham Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
304,Carwarp Energy Park,VIC,,Solar,171.0,committed,2024-12-01,,,"Carwarp Energy Park, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
305,Goulburn River Solar Farm,NSW,,Solar,450.0,committed,2024-12-01,,,"Goulburn River Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
306,Wambo Wind Farm Stage 2,QLD,,Wind,254.0,committed,2024-12-01,,,"Wambo Wind Farm Stage 2, QLD, Australia",-26.63629,151.2709429,-26.6379170,-26.6341610,151.2690681,151.2730050,"Wambo Wind Farm, Diamondy, Western Downs Regional, Queensland, Australia",way,1290567614,nominatim,ok,exact
